date,dma,treatment,treatment_period,revenue
2012-04-01T00:00:00Z,692,1,0,25960.1976
2012-04-01T00:00:00Z,693,1,0,89120.1888
2012-04-01T00:00:00Z,698,0,0,34446.744
2012-04-01T00:00:00Z,702,0,0,36304.6968
2012-04-01T00:00:00Z,705,1,0,31569.4224
2012-04-01T00:00:00Z,709,0,0,35992.0728
2012-04-01T00:00:00Z,710,1,0,12852.2592
2012-04-01T00:00:00Z,711,1,0,7716.3048
2012-04-01T00:00:00Z,716,0,0,56948.1264
2012-04-01T00:00:00Z,717,0,0,17825.7888
2012-04-01T00:00:00Z,718,0,0,45715.2048
2012-04-01T00:00:00Z,722,0,0,51878.8296
2012-04-01T00:00:00Z,724,0,0,51307.6608
2012-04-01T00:00:00Z,725,0,0,49323.0096
2012-04-01T00:00:00Z,734,1,0,16418.8872
2012-04-01T00:00:00Z,736,0,0,16987.9536
2012-04-01T00:00:00Z,737,1,0,8899.4232
2012-04-01T00:00:00Z,740,0,0,1978.8768
2012-04-01T00:00:00Z,743,1,0,34585.596
2012-04-01T00:00:00Z,744,1,0,119943.2304
2012-04-01T00:00:00Z,745,1,0,7289.2008
2012-04-01T00:00:00Z,746,0,0,22993.3512
2012-04-01T00:00:00Z,747,1,0,8124.84
2012-04-01T00:00:00Z,749,1,0,19566.9792
2012-04-01T00:00:00Z,751,1,0,307795.4784
2012-04-01T00:00:00Z,752,0,0,60562.7424
2012-04-01T00:00:00Z,753,0,0,310252.0824
2012-04-01T00:00:00Z,754,0,0,15552.1728
2012-04-01T00:00:00Z,755,1,0,16227.1872
2012-04-01T00:00:00Z,756,0,0,24415.7616
2012-04-01T00:00:00Z,757,1,0,51938.4672
2012-04-01T00:00:00Z,758,1,0,30213.864
2012-04-01T00:00:00Z,759,1,0,13854.4848
2012-04-01T00:00:00Z,760,0,0,12924.0216
2012-04-01T00:00:00Z,762,0,0,22164.2136
2012-04-01T00:00:00Z,764,0,0,19750.4928
2012-04-01T00:00:00Z,765,0,0,66677.2128
2012-04-01T00:00:00Z,766,0,0,4171.932
2012-04-01T00:00:00Z,767,0,0,10052.3736
2012-04-01T00:00:00Z,770,0,0,198627.8184
2012-04-01T00:00:00Z,771,0,0,28224.468
2012-04-01T00:00:00Z,773,0,0,10584.4536
2012-04-01T00:00:00Z,789,0,0,80394.0336
2012-04-01T00:00:00Z,790,0,0,131927.8752
2012-04-01T00:00:00Z,798,0,0,1552.3776
2012-04-01T00:00:00Z,800,0,0,45586.548
2012-04-01T00:00:00Z,801,1,0,40820.436
2012-04-01T00:00:00Z,802,1,0,12663.36
2012-04-01T00:00:00Z,803,0,0,1517006.232
2012-04-01T00:00:00Z,804,0,0,22238.1
2012-04-01T00:00:00Z,807,0,0,671765.4288
2012-04-01T00:00:00Z,810,0,0,44661.8664
2012-04-01T00:00:00Z,811,1,0,52862.7384
2012-04-01T00:00:00Z,813,1,0,32963.832
2012-04-01T00:00:00Z,819,0,0,454525.1064
2012-04-01T00:00:00Z,820,0,0,245544.8184
2012-04-01T00:00:00Z,821,0,0,12353.8176
2012-04-01T00:00:00Z,825,0,0,280001.34
2012-04-01T00:00:00Z,828,0,0,61692.9336
2012-04-01T00:00:00Z,839,0,0,128900.8224
2012-04-01T00:00:00Z,855,0,0,47354.1768
2012-04-01T00:00:00Z,862,0,0,283991.7024
2012-04-01T00:00:00Z,866,1,0,112298.0976
2012-04-01T00:00:00Z,868,0,0,33512.7672
2012-04-01T00:00:00Z,881,0,0,93494.4192
2012-04-02T00:00:00Z,500,1,0,81176.9832
2012-04-02T00:00:00Z,501,0,0,2257588.008
2012-04-02T00:00:00Z,502,0,0,32701.5576
2012-04-02T00:00:00Z,503,0,0,41218.38
2012-04-02T00:00:00Z,504,0,0,703947.564
2012-04-02T00:00:00Z,505,1,0,385063.4088
2012-04-02T00:00:00Z,506,0,0,644262.012
2012-04-02T00:00:00Z,507,0,0,63757.5264
2012-04-02T00:00:00Z,508,0,0,230423.2848
2012-04-02T00:00:00Z,509,0,0,61191.432
2012-04-02T00:00:00Z,510,0,0,315888.6672
2012-04-02T00:00:00Z,511,1,0,662137.0128
2012-04-02T00:00:00Z,512,0,0,277062.6816
2012-04-02T00:00:00Z,513,1,0,93199.9464
2012-04-02T00:00:00Z,514,0,0,144866.6784
2012-04-02T00:00:00Z,515,0,0,189864.6912
2012-04-02T00:00:00Z,516,0,0,34304.4072
2012-04-02T00:00:00Z,517,1,0,237422.8224
2012-04-02T00:00:00Z,518,0,0,130762.9224
2012-04-02T00:00:00Z,519,0,0,63501.5664
2012-04-02T00:00:00Z,520,0,0,43228.5336
2012-04-02T00:00:00Z,521,1,0,139844.7936
2012-04-02T00:00:00Z,522,0,0,45806.9256
2012-04-02T00:00:00Z,523,0,0,89897.3352
2012-04-02T00:00:00Z,524,0,0,501524.3736
2012-04-02T00:00:00Z,525,1,0,22270.248
2012-04-02T00:00:00Z,526,0,0,26638.2144
2012-04-02T00:00:00Z,527,0,0,202589.7048
2012-04-02T00:00:00Z,528,1,0,844627.464
2012-04-02T00:00:00Z,529,0,0,122229.3744
2012-04-02T00:00:00Z,530,0,0,37612.4256
2012-04-02T00:00:00Z,531,0,0,56929.4064
2012-04-02T00:00:00Z,532,0,0,121565.2536
2012-04-02T00:00:00Z,533,0,0,250993.8576
2012-04-02T00:00:00Z,534,1,0,374035.1976
2012-04-02T00:00:00Z,535,0,0,193256.2008
2012-04-02T00:00:00Z,536,1,0,49893.0192
2012-04-02T00:00:00Z,537,0,0,34747.092
2012-04-02T00:00:00Z,538,0,0,95703.1272
2012-04-02T00:00:00Z,539,0,0,443260.5984
2012-04-02T00:00:00Z,540,0,0,47860.1496
2012-04-02T00:00:00Z,541,0,0,92959.416
2012-04-02T00:00:00Z,542,1,0,101923.6464
2012-04-02T00:00:00Z,543,0,0,66226.7448
2012-04-02T00:00:00Z,544,1,0,147044.5488
2012-04-02T00:00:00Z,545,1,0,52783.3296
2012-04-02T00:00:00Z,546,1,0,80538.624
2012-04-02T00:00:00Z,547,1,0,104389.5744
2012-04-02T00:00:00Z,548,1,0,207435.8664
2012-04-02T00:00:00Z,549,0,0,29428.3296
2012-04-02T00:00:00Z,550,1,0,34681.6224
2012-04-02T00:00:00Z,551,0,0,52670.3832
2012-04-02T00:00:00Z,552,0,0,7474.068
2012-04-02T00:00:00Z,553,0,0,19661.9904
2012-04-02T00:00:00Z,554,0,0,31532.9832
2012-04-02T00:00:00Z,555,0,0,94049.6328
2012-04-02T00:00:00Z,556,1,0,122068.8288
2012-04-02T00:00:00Z,557,1,0,104947.7688
2012-04-02T00:00:00Z,558,0,0,6942.3048
2012-04-02T00:00:00Z,559,0,0,33174.8784
2012-04-02T00:00:00Z,560,0,0,209360.4336
2012-04-02T00:00:00Z,561,1,0,149709.8664
2012-04-02T00:00:00Z,563,1,0,135024.8832
2012-04-02T00:00:00Z,564,0,0,98582.1552
2012-04-02T00:00:00Z,565,1,0,25153.3872
2012-04-02T00:00:00Z,566,1,0,148671.2376
2012-04-02T00:00:00Z,567,0,0,155862.5184
2012-04-02T00:00:00Z,569,0,0,11693.3328
2012-04-02T00:00:00Z,570,0,0,51619.356
2012-04-02T00:00:00Z,571,0,0,105290.4672
2012-04-02T00:00:00Z,573,0,0,75494.268
2012-04-02T00:00:00Z,574,0,0,76168.3896
2012-04-02T00:00:00Z,575,0,0,78786.3096
2012-04-02T00:00:00Z,576,1,0,31111.9416
2012-04-02T00:00:00Z,577,1,0,143328.0312
2012-04-02T00:00:00Z,581,1,0,40897.5336
2012-04-02T00:00:00Z,582,0,0,16131.6648
2012-04-02T00:00:00Z,583,0,0,2146.176
2012-04-02T00:00:00Z,584,0,0,9239.652
2012-04-02T00:00:00Z,588,0,0,75241.2672
2012-04-02T00:00:00Z,592,0,0,27985.5
2012-04-02T00:00:00Z,596,1,0,6606.8208
2012-04-02T00:00:00Z,597,0,0,12475.0512
2012-04-02T00:00:00Z,598,0,0,25440.8328
2012-04-02T00:00:00Z,600,0,0,43113.4128
2012-04-02T00:00:00Z,602,0,0,842267.16
2012-04-02T00:00:00Z,603,0,0,36195.6024
2012-04-02T00:00:00Z,604,0,0,31879.2168
2012-04-02T00:00:00Z,605,0,0,38701.8288
2012-04-02T00:00:00Z,606,1,0,15367.0176
2012-04-02T00:00:00Z,609,1,0,234924.876
2012-04-02T00:00:00Z,610,0,0,45007.8408
2012-04-02T00:00:00Z,611,1,0,43911.3672
2012-04-02T00:00:00Z,612,0,0,68818.6368
2012-04-02T00:00:00Z,613,1,0,378879.0552
2012-04-02T00:00:00Z,616,0,0,173629.0944
2012-04-02T00:00:00Z,617,1,0,200970.2808
2012-04-02T00:00:00Z,618,0,0,584906.3208
2012-04-02T00:00:00Z,619,0,0,94596.3504
2012-04-02T00:00:00Z,622,1,0,140613.4296
2012-04-02T00:00:00Z,623,0,0,608820.8616
2012-04-02T00:00:00Z,624,1,0,35184.3624
2012-04-02T00:00:00Z,625,0,0,63973.6704
2012-04-02T00:00:00Z,626,0,0,5464.5984
2012-04-02T00:00:00Z,627,1,0,34582.212
2012-04-02T00:00:00Z,628,0,0,31956.696
2012-04-02T00:00:00Z,630,0,0,151277.472
2012-04-02T00:00:00Z,631,0,0,10583.5608
2012-04-02T00:00:00Z,632,0,0,73144.368
2012-04-02T00:00:00Z,633,0,0,59363.1072
2012-04-02T00:00:00Z,634,0,0,43784.46
2012-04-02T00:00:00Z,635,1,0,185089.4424
2012-04-02T00:00:00Z,636,0,0,125622.324
2012-04-02T00:00:00Z,637,0,0,82323.108
2012-04-02T00:00:00Z,638,0,0,8964.036
2012-04-02T00:00:00Z,639,0,0,15149.3184
2012-04-02T00:00:00Z,640,0,0,140570.7984
2012-04-02T00:00:00Z,641,0,0,190308.672
2012-04-02T00:00:00Z,642,0,0,54363.8448
2012-04-02T00:00:00Z,643,0,0,22084.7688
2012-04-02T00:00:00Z,644,1,0,18147.0744
2012-04-02T00:00:00Z,647,0,0,11860.0128
2012-04-02T00:00:00Z,648,0,0,75682.0512
2012-04-02T00:00:00Z,649,0,0,52394.6448
2012-04-02T00:00:00Z,650,0,0,148127.1912
2012-04-02T00:00:00Z,651,0,0,26691.9552
2012-04-02T00:00:00Z,652,0,0,90975.2184
2012-04-02T00:00:00Z,656,1,0,34338.9528
2012-04-02T00:00:00Z,657,0,0,22248.144
2012-04-02T00:00:00Z,658,0,0,85982.4864
2012-04-02T00:00:00Z,659,0,0,206406.3816
2012-04-02T00:00:00Z,661,0,0,12908.8656
2012-04-02T00:00:00Z,662,0,0,20225.6136
2012-04-02T00:00:00Z,669,0,0,80859.0672
2012-04-02T00:00:00Z,670,0,0,58585.2984
2012-04-02T00:00:00Z,671,1,0,102894.696
2012-04-02T00:00:00Z,673,1,0,32865.552
2012-04-02T00:00:00Z,675,0,0,53424.0576
2012-04-02T00:00:00Z,676,1,0,42799.464
2012-04-02T00:00:00Z,678,1,0,102223.2312
2012-04-02T00:00:00Z,679,1,0,80392.2048
2012-04-02T00:00:00Z,682,0,0,73767.8592
2012-04-02T00:00:00Z,686,1,0,112673.2248
2012-04-02T00:00:00Z,687,1,0,58321.8936
2012-04-02T00:00:00Z,691,1,0,76125.2544
2012-04-02T00:00:00Z,692,1,0,33382.188
2012-04-02T00:00:00Z,693,1,0,115212.2328
2012-04-02T00:00:00Z,698,0,0,44060.5368
2012-04-02T00:00:00Z,702,0,0,43043.868
2012-04-02T00:00:00Z,705,1,0,38660.5584
2012-04-02T00:00:00Z,709,0,0,57142.5912
2012-04-02T00:00:00Z,710,1,0,18162.5184
2012-04-02T00:00:00Z,711,1,0,11384.5968
2012-04-02T00:00:00Z,716,0,0,83533.0608
2012-04-02T00:00:00Z,717,0,0,24561.6408
2012-04-02T00:00:00Z,718,0,0,64376.5968
2012-04-02T00:00:00Z,722,0,0,60205.5144
2012-04-02T00:00:00Z,724,0,0,68478.444
2012-04-02T00:00:00Z,725,0,0,52085.8368
2012-04-02T00:00:00Z,734,1,0,18966.384
2012-04-02T00:00:00Z,736,0,0,20491.236
2012-04-02T00:00:00Z,737,1,0,11365.1712
2012-04-02T00:00:00Z,740,0,0,3985.812
2012-04-02T00:00:00Z,743,1,0,43415.9496
2012-04-02T00:00:00Z,744,1,0,118926.8496
2012-04-02T00:00:00Z,745,1,0,8585.3448
2012-04-02T00:00:00Z,746,0,0,23769.0792
2012-04-02T00:00:00Z,747,1,0,8434.5048
2012-04-02T00:00:00Z,749,1,0,41435.5464
2012-04-02T00:00:00Z,751,1,0,356829.48
2012-04-02T00:00:00Z,752,0,0,68935.7448
2012-04-02T00:00:00Z,753,0,0,365819.8824
2012-04-02T00:00:00Z,754,0,0,18058.3632
2012-04-02T00:00:00Z,755,1,0,14319.2232
2012-04-02T00:00:00Z,756,0,0,23694.444
2012-04-02T00:00:00Z,757,1,0,61348.0536
2012-04-02T00:00:00Z,758,1,0,32416.2144
2012-04-02T00:00:00Z,759,1,0,14358.4776
2012-04-02T00:00:00Z,760,0,0,13490.8776
2012-04-02T00:00:00Z,762,0,0,26284.0032
2012-04-02T00:00:00Z,764,0,0,27068.0976
2012-04-02T00:00:00Z,765,0,0,112358.8584
2012-04-02T00:00:00Z,766,0,0,4459.248
2012-04-02T00:00:00Z,767,0,0,12958.0056
2012-04-02T00:00:00Z,770,0,0,233417.34
2012-04-02T00:00:00Z,771,0,0,46153.4832
2012-04-02T00:00:00Z,773,0,0,16326.6984
2012-04-02T00:00:00Z,789,0,0,101780.6256
2012-04-02T00:00:00Z,790,0,0,140431.0608
2012-04-02T00:00:00Z,798,0,0,2397.7872
2012-04-02T00:00:00Z,800,0,0,61311.204
2012-04-02T00:00:00Z,801,1,0,44136.8496
2012-04-02T00:00:00Z,802,1,0,11446.308
2012-04-02T00:00:00Z,803,0,0,1894622.544
2012-04-02T00:00:00Z,804,0,0,26604.8928
2012-04-02T00:00:00Z,807,0,0,848891.016
2012-04-02T00:00:00Z,810,0,0,50213.4264
2012-04-02T00:00:00Z,811,1,0,56142.8136
2012-04-02T00:00:00Z,813,1,0,37512.18
2012-04-02T00:00:00Z,819,0,0,470550.0168
2012-04-02T00:00:00Z,820,0,0,272882.0088
2012-04-02T00:00:00Z,821,0,0,14380.5096
2012-04-02T00:00:00Z,825,0,0,329135.4288
2012-04-02T00:00:00Z,828,0,0,66448.944
2012-04-02T00:00:00Z,839,0,0,157497.4728
2012-04-02T00:00:00Z,855,0,0,72174.3984
2012-04-02T00:00:00Z,862,0,0,321719.8104
2012-04-02T00:00:00Z,866,1,0,135204.9624
2012-04-02T00:00:00Z,868,0,0,39552.6672
2012-04-02T00:00:00Z,881,0,0,98379.3672
2012-04-03T00:00:00Z,500,1,0,87553.0368
2012-04-03T00:00:00Z,501,0,0,2273643.792
2012-04-03T00:00:00Z,502,0,0,30600.8712
2012-04-03T00:00:00Z,503,0,0,40027.7952
2012-04-03T00:00:00Z,504,0,0,702310.4784
2012-04-03T00:00:00Z,505,1,0,388874.9304
2012-04-03T00:00:00Z,506,0,0,615645.3312
2012-04-03T00:00:00Z,507,0,0,60601.6512
2012-04-03T00:00:00Z,508,0,0,235913.4216
2012-04-03T00:00:00Z,509,0,0,59770.8576
2012-04-03T00:00:00Z,510,0,0,333421.2504
2012-04-03T00:00:00Z,511,1,0,642818.0808
2012-04-03T00:00:00Z,512,0,0,285727.9536
2012-04-03T00:00:00Z,513,1,0,85272.6384
2012-04-03T00:00:00Z,514,0,0,156351.096
2012-04-03T00:00:00Z,515,0,0,166411.2168
2012-04-03T00:00:00Z,516,0,0,34803.6552
2012-04-03T00:00:00Z,517,1,0,229727.1096
2012-04-03T00:00:00Z,518,0,0,124449.012
2012-04-03T00:00:00Z,519,0,0,59432.4576
2012-04-03T00:00:00Z,520,0,0,44596.9584
2012-04-03T00:00:00Z,521,1,0,137219.2632
2012-04-03T00:00:00Z,522,0,0,33138.7056
2012-04-03T00:00:00Z,523,0,0,82857.0312
2012-04-03T00:00:00Z,524,0,0,512832.5856
2012-04-03T00:00:00Z,525,1,0,17628.9408
2012-04-03T00:00:00Z,526,0,0,30477.096
2012-04-03T00:00:00Z,527,0,0,205330.2336
2012-04-03T00:00:00Z,528,1,0,932288.976
2012-04-03T00:00:00Z,529,0,0,128635.0128
2012-04-03T00:00:00Z,530,0,0,49524.0768
2012-04-03T00:00:00Z,531,0,0,65649.4632
2012-04-03T00:00:00Z,532,0,0,125355.4632
2012-04-03T00:00:00Z,533,0,0,268233.804
2012-04-03T00:00:00Z,534,1,0,360906.8112
2012-04-03T00:00:00Z,535,0,0,182908.1088
2012-04-03T00:00:00Z,536,1,0,56605.3992
2012-04-03T00:00:00Z,537,0,0,34660.6848
2012-04-03T00:00:00Z,538,0,0,96598.5624
2012-04-03T00:00:00Z,539,0,0,478046.2032
2012-04-03T00:00:00Z,540,0,0,45053.2008
2012-04-03T00:00:00Z,541,0,0,91495.2384
2012-04-03T00:00:00Z,542,1,0,96590.0736
2012-04-03T00:00:00Z,543,0,0,72223.7184
2012-04-03T00:00:00Z,544,1,0,142004.0808
2012-04-03T00:00:00Z,545,1,0,57605.1192
2012-04-03T00:00:00Z,546,1,0,66973.896
2012-04-03T00:00:00Z,547,1,0,106531.7616
2012-04-03T00:00:00Z,548,1,0,200261.592
2012-04-03T00:00:00Z,549,0,0,28834.3008
2012-04-03T00:00:00Z,550,1,0,32752.44
2012-04-03T00:00:00Z,551,0,0,55308.132
2012-04-03T00:00:00Z,552,0,0,11310.1128
2012-04-03T00:00:00Z,553,0,0,26365.8096
2012-04-03T00:00:00Z,554,0,0,31628.8944
2012-04-03T00:00:00Z,555,0,0,90976.284
2012-04-03T00:00:00Z,556,1,0,110969.1
2012-04-03T00:00:00Z,557,1,0,97701.6744
2012-04-03T00:00:00Z,558,0,0,7168.0248
2012-04-03T00:00:00Z,559,0,0,35231.22
2012-04-03T00:00:00Z,560,0,0,218343.528
2012-04-03T00:00:00Z,561,1,0,142449.3504
2012-04-03T00:00:00Z,563,1,0,147572.7552
2012-04-03T00:00:00Z,564,0,0,107904.96
2012-04-03T00:00:00Z,565,1,0,24178.5864
2012-04-03T00:00:00Z,566,1,0,179142.3576
2012-04-03T00:00:00Z,567,0,0,160667.784
2012-04-03T00:00:00Z,569,0,0,15305.9472
2012-04-03T00:00:00Z,570,0,0,47686.4064
2012-04-03T00:00:00Z,571,0,0,94175.1648
2012-04-03T00:00:00Z,573,0,0,81542.8584
2012-04-03T00:00:00Z,574,0,0,69332.3352
2012-04-03T00:00:00Z,575,0,0,69449.472
2012-04-03T00:00:00Z,576,1,0,30692.9376
2012-04-03T00:00:00Z,577,1,0,148145.6664
2012-04-03T00:00:00Z,581,1,0,34507.7136
2012-04-03T00:00:00Z,582,0,0,13799.4264
2012-04-03T00:00:00Z,583,0,0,2708.6976
2012-04-03T00:00:00Z,584,0,0,12238.8984
2012-04-03T00:00:00Z,588,0,0,70376.9184
2012-04-03T00:00:00Z,592,0,0,53608.248
2012-04-03T00:00:00Z,596,1,0,7606.1376
2012-04-03T00:00:00Z,597,0,0,17547.3072
2012-04-03T00:00:00Z,598,0,0,21206.2176
2012-04-03T00:00:00Z,600,0,0,38110.7232
2012-04-03T00:00:00Z,602,0,0,800977.464
2012-04-03T00:00:00Z,603,0,0,29174.22
2012-04-03T00:00:00Z,604,0,0,33940.2312
2012-04-03T00:00:00Z,605,0,0,33986.304
2012-04-03T00:00:00Z,606,1,0,18230.5656
2012-04-03T00:00:00Z,609,1,0,225466.128
2012-04-03T00:00:00Z,610,0,0,50921.0496
2012-04-03T00:00:00Z,611,1,0,32158.2528
2012-04-03T00:00:00Z,612,0,0,74258.3808
2012-04-03T00:00:00Z,613,1,0,384782.9472
2012-04-03T00:00:00Z,616,0,0,184052.664
2012-04-03T00:00:00Z,617,1,0,186000.408
2012-04-03T00:00:00Z,618,0,0,584399.988
2012-04-03T00:00:00Z,619,0,0,95776.7688
2012-04-03T00:00:00Z,622,1,0,143435.1528
2012-04-03T00:00:00Z,623,0,0,562347.0936
